usia,pekerjaan,status_pernikahan,pendidikan,saldo_rekening,kategori_saldo,punya_kpr,punya_pinjaman,pernah_gagal_bayar,metode_penawaran,periode_penawaran,frekuensi_kontak,durasi_interaksi_detik,pernah_ditawari_sebelumnya,hasil_penawaran_sebelumnya,respon_penawaran_deposito,lama_nasabah_tahun,segmen_nasabah
37,wiraswasta,menikah,sma,61669626,tinggi,tidak,tidak,tidak,whatsapp,Feb,1,462,ya,berhasil,0,12,loyal
54,buruh,menikah,sma,4999231,rendah,tidak,tidak,tidak,whatsapp,Mar,2,250,tidak,tidak_ada,0,8,loyal
20,wiraswasta,lajang,sma,23844686,menengah,tidak,tidak,tidak,telepon,Mei,2,235,tidak,tidak_ada,0,15,loyal
26,karyawan,menikah,sma,18445297,menengah,tidak,tidak,tidak,whatsapp,Jul,1,131,tidak,tidak_ada,1,7,loyal
58,wiraswasta,menikah,s2,3897056,rendah,tidak,ya,tidak,whatsapp,Okt,2,62,tidak,tidak_ada,0,4,existing
56,karyawan,lajang,s1,13986285,menengah,tidak,tidak,tidak,email,Apr,3,112,tidak,tidak_ada,0,0,baru
43,wiraswasta,menikah,smp,117392010,tinggi,ya,ya,tidak,email,Sep,2,247,tidak,tidak_ada,0,8,loyal
19,buruh,lajang,sma,2288487,rendah,tidak,tidak,tidak,whatsapp,Feb,2,51,tidak,tidak_ada,0,15,loyal
40,wiraswasta,cerai,sma,197505515,tinggi,ya,ya,tidak,whatsapp,Nov,4,281,tidak,tidak_ada,1,1,existing
40,wiraswasta,menikah,sma,35113878,menengah,ya,tidak,tidak,telepon,Jul,5,778,tidak,tidak_ada,0,19,loyal
38,tidak_bekerja,menikah,s1,5243933,menengah,tidak,tidak,tidak,whatsapp,Apr,2,133,tidak,tidak_ada,0,9,loyal
33,wiraswasta,menikah,sma,23871624,menengah,ya,tidak,tidak,email,Feb,2,39,tidak,tidak_ada,0,3,existing
26,wiraswasta,lajang,sma,48973587,menengah,tidak,tidak,tidak,email,Nov,3,59,tidak,tidak_ada,0,17,loyal
30,karyawan,menikah,sma,36154839,menengah,ya,tidak,tidak,whatsapp,Des,1,482,tidak,tidak_ada,0,20,loyal
45,wiraswasta,lajang,sma,21110576,menengah,ya,ya,tidak,whatsapp,Agu,4,269,tidak,tidak_ada,0,0,baru
44,wiraswasta,menikah,sma,13838486,menengah,tidak,ya,tidak,whatsapp,Des,2,37,ya,gagal,0,18,loyal
34,wiraswasta,cerai,s1,4574452,rendah,tidak,tidak,tidak,email,Des,4,217,tidak,tidak_ada,1,3,existing
55,tidak_bekerja,menikah,s1,8172903,menengah,tidak,tidak,tidak,whatsapp,Apr,5,319,tidak,tidak_ada,0,11,loyal
53,buruh,menikah,sd,6697715,menengah,ya,ya,tidak,telepon,Feb,2,773,tidak,tidak_ada,0,3,existing
18,pns,lajang,sma,6417041,menengah,tidak,ya,tidak,telepon,Feb,2,127,tidak,tidak_ada,0,6,loyal
35,wiraswasta,menikah,d3,10769096,menengah,tidak,tidak,tidak,whatsapp,Jun,5,126,ya,gagal,0,3,existing
26,wiraswasta,cerai,d3,16068226,menengah,tidak,tidak,tidak,email,Apr,3,46,tidak,tidak_ada,0,11,loyal
30,karyawan,cerai,d3,5546729,menengah,tidak,ya,tidak,email,Jan,4,225,tidak,tidak_ada,0,13,loyal
57,karyawan,lajang,s1,18747086,menengah,tidak,ya,tidak,whatsapp,Mar,1,96,ya,berhasil,0,11,loyal
62,buruh,menikah,sd,1890617,rendah,tidak,tidak,tidak,whatsapp,Sep,1,45,tidak,tidak_ada,0,18,loyal
32,wiraswasta,menikah,sma,10900307,menengah,tidak,tidak,tidak,telepon,Agu,3,455,tidak,tidak_ada,0,1,existing
60,buruh,menikah,s1,2679054,rendah,tidak,tidak,tidak,telepon,Mei,2,258,tidak,tidak_ada,0,8,loyal
61,karyawan,menikah,s1,22294408,menengah,ya,ya,ya,whatsapp,Sep,1,79,ya,gagal,0,17,loyal
63,wiraswasta,menikah,sma,9621850,menengah,tidak,tidak,tidak,telepon,Apr,1,80,ya,gagal,1,6,loyal
21,pelajar,lajang,sma,1152303,rendah,tidak,tidak,tidak,whatsapp,Mei,2,133,tidak,tidak_ada,0,15,loyal
50,wiraswasta,lajang,smp,216901603,tinggi,ya,tidak,tidak,whatsapp,Jan,2,238,tidak,tidak_ada,0,0,baru
41,buruh,menikah,s1,11216034,menengah,tidak,tidak,tidak,email,Apr,3,181,tidak,tidak_ada,0,17,loyal
53,tidak_bekerja,menikah,d3,6617956,menengah,tidak,tidak,tidak,telepon,Jul,5,161,tidak,tidak_ada,1,0,baru
58,karyawan,lajang,smp,58232218,tinggi,ya,ya,tidak,whatsapp,Apr,2,371,tidak,tidak_ada,0,0,baru
27,karyawan,menikah,sma,20481349,menengah,ya,ya,tidak,telepon,Okt,3,425,tidak,tidak_ada,0,4,existing
53,karyawan,menikah,sma,4880938,rendah,tidak,tidak,tidak,whatsapp,Feb,3,299,tidak,tidak_ada,0,13,loyal
37,pns,lajang,sma,5624861,menengah,tidak,tidak,tidak,telepon,Mei,6,612,ya,gagal,0,1,existing
58,wiraswasta,lajang,s1,1627006,rendah,tidak,tidak,tidak,whatsapp,Nov,5,174,tidak,tidak_ada,0,16,loyal
62,pns,cerai,smp,24398909,menengah,tidak,tidak,tidak,email,Des,4,109,tidak,tidak_ada,0,2,existing
61,wiraswasta,menikah,sma,8704703,menengah,tidak,tidak,tidak,whatsapp,Des,3,560,tidak,tidak_ada,0,0,baru
28,pelajar,lajang,sma,1257268,rendah,tidak,tidak,tidak,email,Des,3,19,tidak,tidak_ada,0,7,loyal
29,pns,menikah,s1,11336581,menengah,tidak,ya,tidak,telepon,Jun,5,305,tidak,tidak_ada,0,13,loyal
35,wiraswasta,menikah,smp,10471377,menengah,tidak,ya,ya,email,Agu,2,31,tidak,tidak_ada,0,19,loyal
47,wiraswasta,menikah,sma,21214830,menengah,ya,ya,ya,email,Agu,3,64,ya,gagal,0,2,existing
61,karyawan,menikah,sd,14430378,menengah,tidak,tidak,tidak,whatsapp,Sep,2,62,tidak,tidak_ada,0,14,loyal
54,wiraswasta,lajang,s1,16059078,menengah,tidak,ya,tidak,whatsapp,Jun,3,160,tidak,tidak_ada,0,1,existing
37,wiraswasta,menikah,sma,4188679,rendah,tidak,ya,tidak,telepon,Sep,1,513,tidak,tidak_ada,1,11,loyal
42,wiraswasta,lajang,d3,26522323,menengah,ya,tidak,tidak,email,Des,3,96,tidak,tidak_ada,0,0,baru
29,tidak_bekerja,menikah,sma,20951568,menengah,ya,ya,tidak,email,Mar,4,81,tidak,tidak_ada,0,5,loyal
38,tidak_bekerja,cerai,sd,4222756,rendah,tidak,tidak,tidak,whatsapp,Nov,3,265,tidak,tidak_ada,0,13,loyal
42,buruh,cerai,smp,34865912,menengah,tidak,tidak,tidak,telepon,Jul,2,179,tidak,tidak_ada,0,1,existing
28,wiraswasta,cerai,sma,10002945,menengah,tidak,ya,tidak,telepon,Jun,2,87,ya,berhasil,0,8,loyal
26,pns,cerai,s1,11507499,menengah,tidak,ya,tidak,email,Feb,4,97,tidak,tidak_ada,1,13,loyal
42,wiraswasta,lajang,sma,20417944,menengah,tidak,tidak,tidak,email,Jan,5,72,tidak,tidak_ada,0,2,existing
52,karyawan,menikah,s1,14682316,menengah,ya,tidak,tidak,whatsapp,Jul,1,321,ya,berhasil,0,13,loyal
49,karyawan,menikah,sd,47372566,menengah,ya,ya,tidak,whatsapp,Jul,2,40,tidak,tidak_ada,0,3,existing
31,karyawan,menikah,sd,1891152,rendah,ya,ya,tidak,whatsapp,Des,1,143,ya,berhasil,1,5,loyal
18,karyawan,lajang,s1,7574339,menengah,ya,ya,tidak,whatsapp,Nov,5,61,ya,gagal,1,11,loyal
34,wiraswasta,menikah,d3,100351247,tinggi,tidak,tidak,tidak,whatsapp,Sep,1,351,tidak,tidak_ada,0,13,loyal
42,tidak_bekerja,menikah,s1,2201851,rendah,tidak,tidak,tidak,whatsapp,Jul,1,329,tidak,tidak_ada,0,3,existing
25,karyawan,menikah,s1,29011733,menengah,ya,tidak,tidak,email,Feb,4,145,tidak,tidak_ada,0,2,existing
22,tidak_bekerja,lajang,s2,4640661,rendah,tidak,tidak,tidak,telepon,Apr,4,12,tidak,tidak_ada,0,7,loyal
22,karyawan,lajang,smp,11311494,menengah,tidak,ya,tidak,whatsapp,Mei,3,500,tidak,tidak_ada,0,8,loyal
58,karyawan,menikah,smp,24084179,menengah,ya,ya,tidak,whatsapp,Agu,1,64,ya,gagal,0,1,existing
52,wiraswasta,lajang,smp,21199246,menengah,tidak,tidak,tidak,telepon,Jun,7,189,ya,gagal,0,8,loyal
36,pns,menikah,s1,2908888,rendah,tidak,tidak,tidak,email,Jun,2,41,tidak,tidak_ada,1,9,loyal
40,karyawan,lajang,sma,22834459,menengah,ya,ya,tidak,telepon,Jun,2,143,tidak,tidak_ada,0,1,existing
26,karyawan,cerai,sma,7320888,menengah,tidak,tidak,tidak,email,Des,2,207,tidak,tidak_ada,0,13,loyal
47,wiraswasta,cerai,s1,5542206,menengah,tidak,tidak,tidak,email,Jun,2,118,tidak,tidak_ada,0,6,loyal
33,karyawan,menikah,d3,19719856,menengah,tidak,tidak,tidak,whatsapp,Apr,2,328,tidak,tidak_ada,0,8,loyal
50,pns,menikah,sd,23961309,menengah,tidak,ya,tidak,whatsapp,Sep,1,94,ya,gagal,0,7,loyal
19,wiraswasta,lajang,sma,41678860,menengah,tidak,ya,tidak,email,Sep,7,38,ya,gagal,0,6,loyal
31,karyawan,lajang,sd,10738729,menengah,tidak,tidak,tidak,email,Jun,2,156,tidak,tidak_ada,0,3,existing
63,tidak_bekerja,cerai,sma,9159153,menengah,tidak,ya,tidak,whatsapp,Sep,1,42,ya,gagal,0,4,existing
18,karyawan,lajang,smp,11624106,menengah,tidak,ya,tidak,whatsapp,Nov,2,149,tidak,tidak_ada,0,10,loyal
43,pns,lajang,sd,22721124,menengah,tidak,ya,tidak,whatsapp,Feb,1,118,ya,gagal,0,9,loyal
42,buruh,menikah,s1,7992278,menengah,tidak,ya,tidak,whatsapp,Sep,3,88,ya,gagal,0,8,loyal
33,tidak_bekerja,menikah,s1,937771,rendah,ya,tidak,tidak,whatsapp,Okt,2,46,tidak,tidak_ada,0,13,loyal
32,wiraswasta,menikah,s1,27066278,menengah,tidak,tidak,tidak,whatsapp,Agu,3,215,tidak,tidak_ada,0,7,loyal
43,wiraswasta,menikah,,23359189,menengah,ya,ya,tidak,whatsapp,Sep,5,91,tidak,tidak_ada,1,3,existing
64,karyawan,menikah,s1,14978952,menengah,tidak,ya,tidak,telepon,Mar,1,128,ya,gagal,0,8,loyal
61,pns,menikah,d3,22544359,menengah,tidak,tidak,tidak,whatsapp,Okt,2,129,tidak,tidak_ada,1,12,loyal
33,wiraswasta,menikah,s1,240545094,tinggi,ya,tidak,tidak,email,Nov,3,114,tidak,tidak_ada,0,15,loyal
31,wiraswasta,menikah,s1,2689877,rendah,tidak,tidak,tidak,email,Mar,2,182,tidak,tidak_ada,0,6,loyal
46,buruh,menikah,s2,5331295,menengah,tidak,tidak,tidak,telepon,Okt,5,397,tidak,tidak_ada,0,4,existing
41,karyawan,menikah,smp,31690233,menengah,ya,ya,tidak,email,Agu,3,212,ya,gagal,0,14,loyal
64,buruh,menikah,s1,2595607,rendah,tidak,tidak,tidak,whatsapp,Mei,2,269,tidak,tidak_ada,1,5,loyal
32,buruh,cerai,d3,6807625,menengah,tidak,tidak,tidak,whatsapp,Jul,3,172,tidak,tidak_ada,0,18,loyal
36,wiraswasta,cerai,sma,26341798,menengah,tidak,tidak,tidak,whatsapp,Des,4,192,tidak,tidak_ada,0,5,loyal
25,wiraswasta,lajang,sma,3465817,rendah,tidak,ya,ya,whatsapp,Mei,1,117,ya,berhasil,0,19,loyal
51,wiraswasta,menikah,smp,12746974,menengah,tidak,tidak,tidak,telepon,Agu,3,731,tidak,tidak_ada,0,1,existing
19,tidak_bekerja,lajang,s1,12854168,menengah,tidak,ya,tidak,email,Okt,1,66,ya,berhasil,0,4,existing
44,karyawan,cerai,s1,3766614,rendah,tidak,ya,tidak,email,Okt,4,309,tidak,tidak_ada,0,3,existing
27,wiraswasta,menikah,sma,11238643,menengah,tidak,ya,tidak,whatsapp,Okt,2,59,tidak,tidak_ada,0,20,loyal
52,pns,menikah,sma,16565573,menengah,tidak,tidak,tidak,whatsapp,Agu,6,267,tidak,tidak_ada,1,14,loyal
40,tidak_bekerja,menikah,sma,3380821,rendah,tidak,tidak,tidak,telepon,Jan,1,137,ya,berhasil,0,11,loyal
25,buruh,lajang,s1,3325297,rendah,ya,ya,tidak,whatsapp,Jun,3,119,tidak,tidak_ada,0,16,loyal
45,pelajar,lajang,sd,2265373,rendah,ya,ya,tidak,telepon,Apr,2,245,tidak,tidak_ada,0,16,loyal
40,karyawan,lajang,sma,14618272,menengah,tidak,ya,tidak,whatsapp,Jan,2,106,tidak,tidak_ada,0,2,existing
21,wiraswasta,lajang,s1,32701084,menengah,tidak,tidak,tidak,whatsapp,Agu,1,43,tidak,tidak_ada,0,4,existing
31,karyawan,menikah,sma,29049961,menengah,tidak,tidak,tidak,whatsapp,Mei,3,72,ya,gagal,1,0,baru
59,buruh,menikah,d3,9558684,menengah,tidak,tidak,tidak,telepon,Jan,1,18,ya,gagal,0,3,existing
46,pns,menikah,sd,21502959,menengah,ya,tidak,tidak,telepon,Feb,1,551,ya,gagal,0,10,loyal
18,pns,lajang,sma,3608131,rendah,tidak,tidak,tidak,whatsapp,Nov,1,95,ya,berhasil,1,10,loyal
21,pns,lajang,d3,14436910,menengah,tidak,tidak,tidak,email,Des,5,57,tidak,tidak_ada,0,6,loyal
49,wiraswasta,cerai,sd,68278683,tinggi,ya,ya,tidak,whatsapp,Jul,2,11,tidak,tidak_ada,0,2,existing
50,karyawan,menikah,sma,3935108,rendah,ya,ya,tidak,whatsapp,Okt,3,446,ya,gagal,0,0,baru
43,karyawan,menikah,sma,4766562,rendah,tidak,tidak,tidak,whatsapp,Nov,3,40,tidak,tidak_ada,0,3,existing
34,karyawan,menikah,sma,53948704,tinggi,ya,tidak,tidak,whatsapp,Sep,4,265,tidak,tidak_ada,0,1,existing
56,pns,menikah,sma,5927640,menengah,tidak,ya,tidak,email,Jun,4,41,tidak,tidak_ada,0,20,loyal
40,karyawan,lajang,sma,13760889,menengah,tidak,tidak,tidak,telepon,Okt,2,58,tidak,tidak_ada,0,1,existing
49,pns,menikah,sma,11802283,menengah,tidak,ya,tidak,whatsapp,Apr,5,346,tidak,tidak_ada,0,13,loyal
32,pns,menikah,smp,47778647,menengah,ya,ya,tidak,whatsapp,Mar,1,89,ya,gagal,0,4,existing
30,wiraswasta,cerai,smp,24518270,menengah,ya,ya,tidak,email,Jan,2,108,tidak,tidak_ada,1,9,loyal
19,karyawan,lajang,s1,23587425,menengah,tidak,ya,tidak,telepon,Apr,4,226,tidak,tidak_ada,1,7,loyal
36,karyawan,menikah,sma,15164417,menengah,tidak,tidak,tidak,whatsapp,Mar,3,113,tidak,tidak_ada,0,0,baru
41,karyawan,menikah,sma,91931918,tinggi,ya,tidak,tidak,telepon,Mar,1,513,tidak,tidak_ada,1,16,loyal
62,pns,cerai,sma,11447973,menengah,ya,ya,tidak,telepon,Feb,3,745,tidak,tidak_ada,1,15,loyal
41,karyawan,cerai,smp,20791611,menengah,ya,ya,ya,telepon,Okt,3,172,tidak,tidak_ada,0,3,existing
28,buruh,menikah,sma,13155674,menengah,tidak,ya,tidak,email,Feb,4,76,tidak,tidak_ada,1,1,existing
39,pns,menikah,sma,54064476,tinggi,ya,ya,ya,whatsapp,Mar,6,75,tidak,tidak_ada,0,1,existing
32,karyawan,lajang,sma,10805128,menengah,tidak,ya,tidak,telepon,Jul,3,341,tidak,tidak_ada,0,14,loyal
27,pns,menikah,sma,2824189,rendah,tidak,tidak,tidak,telepon,Nov,2,228,tidak,tidak_ada,0,8,loyal
58,pns,menikah,smp,14721743,menengah,tidak,tidak,tidak,email,Mar,2,212,ya,gagal,0,4,existing
44,pns,menikah,smp,70291986,tinggi,ya,ya,tidak,telepon,Jan,3,140,tidak,tidak_ada,0,4,existing
26,karyawan,menikah,sma,6412735,menengah,tidak,ya,tidak,whatsapp,Mei,2,162,tidak,tidak_ada,0,7,loyal
45,karyawan,menikah,sma,20706367,menengah,tidak,ya,tidak,whatsapp,Agu,6,311,ya,gagal,0,3,existing
18,karyawan,lajang,s1,8650283,menengah,ya,tidak,tidak,telepon,Agu,1,96,tidak,tidak_ada,0,0,baru
34,wiraswasta,menikah,sd,17690865,menengah,ya,tidak,ya,email,Mei,3,109,ya,berhasil,0,5,loyal
48,buruh,menikah,s2,17273342,menengah,ya,tidak,tidak,whatsapp,Agu,4,11,tidak,tidak_ada,0,15,loyal
61,pns,menikah,s1,25219059,menengah,tidak,tidak,tidak,telepon,Apr,1,65,tidak,tidak_ada,0,13,loyal
27,tidak_bekerja,menikah,sma,18102214,menengah,ya,tidak,tidak,telepon,Mar,6,181,tidak,tidak_ada,0,16,loyal
54,karyawan,cerai,d3,41993895,menengah,tidak,tidak,tidak,email,Feb,3,164,tidak,tidak_ada,0,9,loyal
46,karyawan,menikah,s1,18118783,menengah,tidak,ya,tidak,telepon,Jun,4,276,tidak,tidak_ada,0,0,baru
35,pns,menikah,sma,14611639,menengah,tidak,ya,tidak,whatsapp,Agu,2,64,tidak,tidak_ada,0,6,loyal
64,karyawan,menikah,sma,25771612,menengah,tidak,tidak,tidak,whatsapp,Agu,2,385,tidak,tidak_ada,0,0,baru
55,karyawan,cerai,smp,5804215,menengah,tidak,ya,tidak,telepon,Jun,2,429,tidak,tidak_ada,0,18,loyal
56,wiraswasta,menikah,sma,8333418,menengah,tidak,ya,tidak,telepon,Nov,2,60,ya,berhasil,1,10,loyal
23,karyawan,lajang,smp,24197656,menengah,tidak,tidak,tidak,whatsapp,Jul,3,71,tidak,tidak_ada,0,0,baru
57,pelajar,menikah,s1,4216690,rendah,ya,tidak,tidak,telepon,Des,4,296,ya,gagal,1,18,loyal
29,karyawan,lajang,sma,4027918,rendah,tidak,tidak,tidak,whatsapp,Feb,3,100,ya,gagal,1,4,existing
31,pelajar,lajang,s1,3079120,rendah,tidak,tidak,tidak,email,Mei,3,47,tidak,tidak_ada,0,1,existing
61,buruh,menikah,smp,5950316,menengah,tidak,ya,tidak,whatsapp,Apr,1,466,ya,berhasil,0,11,loyal
27,karyawan,menikah,d3,6111575,menengah,tidak,tidak,tidak,whatsapp,Nov,4,130,tidak,tidak_ada,0,1,existing
37,tidak_bekerja,menikah,d3,2452879,rendah,tidak,tidak,tidak,whatsapp,Feb,1,106,tidak,tidak_ada,0,2,existing
32,wiraswasta,menikah,sma,45127149,menengah,tidak,tidak,tidak,telepon,Agu,5,527,ya,gagal,1,1,existing
48,tidak_bekerja,menikah,s1,6343047,menengah,tidak,tidak,tidak,telepon,Jul,1,367,ya,berhasil,1,10,loyal
24,karyawan,lajang,sma,16218191,menengah,ya,tidak,tidak,whatsapp,Mei,1,236,tidak,tidak_ada,0,2,existing
58,wiraswasta,menikah,smp,35698269,menengah,tidak,tidak,tidak,telepon,Okt,4,62,tidak,tidak_ada,0,13,loyal
27,wiraswasta,menikah,s2,5569908,menengah,tidak,tidak,tidak,whatsapp,Mei,5,101,tidak,tidak_ada,1,9,loyal
27,buruh,cerai,sma,7357765,menengah,tidak,ya,tidak,telepon,Jul,2,72,tidak,tidak_ada,0,5,loyal
56,wiraswasta,menikah,smp,15190671,menengah,tidak,ya,tidak,telepon,Sep,4,154,tidak,tidak_ada,1,19,loyal
45,wiraswasta,lajang,sma,162325095,tinggi,tidak,tidak,tidak,email,Mei,4,147,ya,berhasil,0,2,existing
47,tidak_bekerja,menikah,sma,2578391,rendah,tidak,ya,tidak,telepon,Mei,4,195,tidak,tidak_ada,0,12,loyal
54,wiraswasta,menikah,sma,218122317,tinggi,tidak,ya,tidak,whatsapp,Jan,3,12,tidak,tidak_ada,0,1,existing
20,karyawan,lajang,d3,10154368,menengah,tidak,tidak,tidak,email,Jan,7,26,tidak,tidak_ada,1,2,existing
60,wiraswasta,cerai,d3,22647870,menengah,ya,tidak,tidak,telepon,Apr,6,151,ya,gagal,0,1,existing
32,pelajar,menikah,smp,1559894,rendah,tidak,tidak,tidak,whatsapp,Mei,1,256,ya,berhasil,0,17,loyal
38,wiraswasta,menikah,sma,5661595,menengah,tidak,ya,tidak,email,Feb,1,56,tidak,tidak_ada,1,6,loyal
54,wiraswasta,menikah,d3,88696779,tinggi,tidak,tidak,tidak,email,Mei,5,105,ya,gagal,0,13,loyal
29,tidak_bekerja,menikah,d3,3226249,rendah,tidak,tidak,tidak,whatsapp,Jan,2,300,tidak,tidak_ada,0,0,baru
21,pns,lajang,smp,21733139,menengah,tidak,tidak,tidak,telepon,Des,3,76,tidak,tidak_ada,0,8,loyal
64,karyawan,lajang,sma,81799008,tinggi,tidak,tidak,tidak,telepon,Apr,3,295,tidak,tidak_ada,1,6,loyal
26,karyawan,menikah,s1,11327137,menengah,tidak,tidak,tidak,email,Mar,4,166,tidak,tidak_ada,0,19,loyal
56,tidak_bekerja,cerai,s1,3648990,rendah,tidak,tidak,tidak,whatsapp,Agu,3,290,tidak,tidak_ada,0,12,loyal
59,pns,cerai,d3,22686307,menengah,tidak,tidak,tidak,telepon,Apr,1,427,tidak,tidak_ada,1,16,loyal
45,tidak_bekerja,menikah,sd,1120504,rendah,tidak,tidak,tidak,telepon,Agu,4,69,tidak,tidak_ada,0,6,loyal
40,karyawan,lajang,sma,2910575,rendah,tidak,tidak,tidak,whatsapp,Feb,2,170,tidak,tidak_ada,1,13,loyal
62,pns,menikah,sd,6234087,menengah,tidak,tidak,tidak,whatsapp,Jan,2,152,ya,berhasil,0,2,existing
57,pns,menikah,d3,53534241,tinggi,ya,ya,tidak,whatsapp,Jan,5,57,tidak,tidak_ada,0,10,loyal
61,karyawan,menikah,d3,13882744,menengah,tidak,tidak,tidak,whatsapp,Apr,1,70,tidak,tidak_ada,0,18,loyal
39,wiraswasta,cerai,sma,44145899,menengah,ya,ya,tidak,whatsapp,Apr,1,169,tidak,tidak_ada,0,8,loyal
41,pelajar,menikah,sd,1768669,rendah,tidak,ya,tidak,whatsapp,Jul,1,181,ya,gagal,0,0,baru
43,wiraswasta,menikah,d3,4346738,rendah,tidak,tidak,tidak,email,Feb,2,11,tidak,tidak_ada,0,4,existing
47,buruh,menikah,s1,11965712,menengah,tidak,tidak,tidak,whatsapp,Des,2,67,ya,gagal,0,8,loyal
50,buruh,menikah,sma,3029729,rendah,ya,ya,tidak,whatsapp,Feb,3,108,tidak,tidak_ada,0,1,existing
33,buruh,menikah,d3,8143527,menengah,tidak,tidak,tidak,whatsapp,Feb,2,350,tidak,tidak_ada,0,5,loyal
39,buruh,menikah,smp,11495149,menengah,ya,ya,ya,email,Jan,1,58,tidak,tidak_ada,0,6,loyal
60,wiraswasta,menikah,d3,23823195,menengah,tidak,tidak,tidak,email,Mar,3,97,tidak,tidak_ada,0,15,loyal
35,wiraswasta,lajang,sma,30914382,menengah,ya,tidak,tidak,email,Mei,3,69,ya,gagal,0,8,loyal
24,buruh,lajang,sma,1462372,rendah,ya,tidak,tidak,whatsapp,Feb,1,92,tidak,tidak_ada,0,7,loyal
43,wiraswasta,menikah,d3,392332392,tinggi,ya,ya,tidak,telepon,Mar,4,310,tidak,tidak_ada,1,4,existing
25,karyawan,menikah,,18691878,menengah,tidak,tidak,tidak,email,Jul,2,58,tidak,tidak_ada,0,5,loyal
23,wiraswasta,lajang,sma,36095616,menengah,ya,ya,ya,whatsapp,Jul,3,51,ya,gagal,0,7,loyal
47,karyawan,menikah,smp,37713680,menengah,tidak,ya,tidak,whatsapp,Jul,1,100,ya,gagal,0,2,existing
56,pns,menikah,sma,17576873,menengah,ya,tidak,tidak,whatsapp,Des,2,408,tidak,tidak_ada,0,6,loyal
40,karyawan,menikah,s2,16187899,menengah,tidak,ya,tidak,whatsapp,Nov,3,179,tidak,tidak_ada,0,7,loyal
49,karyawan,menikah,,44082781,menengah,ya,tidak,tidak,telepon,Jan,1,258,ya,berhasil,0,10,loyal
39,tidak_bekerja,lajang,sd,2392087,rendah,tidak,ya,tidak,telepon,Nov,2,297,ya,berhasil,0,8,loyal
59,buruh,menikah,s1,9195754,menengah,tidak,tidak,tidak,whatsapp,Jul,2,201,tidak,tidak_ada,0,4,existing
60,buruh,lajang,smp,9866947,menengah,ya,ya,ya,whatsapp,Apr,1,83,tidak,tidak_ada,0,7,loyal
62,pelajar,menikah,sma,1636038,rendah,ya,ya,ya,whatsapp,Jul,1,68,ya,gagal,0,0,baru
26,buruh,menikah,sma,6687594,menengah,ya,ya,tidak,whatsapp,Apr,2,93,tidak,tidak_ada,0,10,loyal
48,pns,lajang,s1,4683263,rendah,tidak,tidak,tidak,whatsapp,Des,3,119,tidak,tidak_ada,0,2,existing
24,wiraswasta,lajang,sma,41951463,menengah,ya,tidak,tidak,email,Jun,4,115,tidak,tidak_ada,0,13,loyal
26,tidak_bekerja,lajang,d3,11682631,menengah,tidak,tidak,tidak,email,Mei,3,81,ya,berhasil,1,11,loyal
30,karyawan,menikah,sma,30315980,menengah,ya,tidak,tidak,telepon,Mar,3,407,tidak,tidak_ada,0,1,existing
20,tidak_bekerja,lajang,sd,10079922,menengah,tidak,tidak,tidak,telepon,Jan,6,295,tidak,tidak_ada,0,4,existing
52,wiraswasta,menikah,sma,10775332,menengah,tidak,ya,tidak,email,Mei,1,37,tidak,tidak_ada,0,11,loyal
50,wiraswasta,lajang,sma,18077734,menengah,tidak,tidak,tidak,telepon,Jan,4,256,tidak,tidak_ada,0,10,loyal
38,karyawan,menikah,s2,16522249,menengah,tidak,tidak,tidak,telepon,Apr,4,186,tidak,tidak_ada,1,7,loyal
48,wiraswasta,menikah,s1,25235860,menengah,tidak,ya,tidak,email,Mar,5,99,tidak,tidak_ada,0,3,existing
51,wiraswasta,menikah,s1,14765737,menengah,tidak,ya,tidak,whatsapp,Mar,3,111,tidak,tidak_ada,0,7,loyal
49,tidak_bekerja,cerai,sma,1628681,rendah,tidak,ya,tidak,whatsapp,Nov,4,424,tidak,tidak_ada,0,20,loyal
52,tidak_bekerja,menikah,sma,18060524,menengah,tidak,tidak,tidak,whatsapp,Apr,4,1125,tidak,tidak_ada,0,5,loyal
32,tidak_bekerja,menikah,sma,1449831,rendah,tidak,tidak,tidak,telepon,Sep,4,151,tidak,tidak_ada,1,7,loyal
49,karyawan,menikah,d3,73726062,tinggi,ya,ya,tidak,telepon,Mar,1,830,ya,berhasil,1,13,loyal
23,tidak_bekerja,lajang,d3,4265375,rendah,tidak,ya,tidak,email,Nov,3,55,tidak,tidak_ada,0,0,baru
62,wiraswasta,menikah,s1,31062513,menengah,ya,ya,tidak,telepon,Jul,1,366,ya,gagal,0,16,loyal
38,buruh,menikah,s1,8383055,menengah,tidak,tidak,ya,whatsapp,Des,2,156,tidak,tidak_ada,1,14,loyal
50,karyawan,menikah,sd,66072692,tinggi,ya,ya,tidak,email,Jul,1,525,ya,berhasil,0,7,loyal
49,wiraswasta,menikah,s1,1624409,rendah,tidak,tidak,tidak,whatsapp,Nov,6,48,ya,gagal,0,7,loyal
36,tidak_bekerja,lajang,sma,4446238,rendah,tidak,ya,tidak,telepon,Jul,1,298,ya,berhasil,0,16,loyal
50,tidak_bekerja,menikah,sma,4279177,rendah,tidak,tidak,tidak,whatsapp,Mar,2,221,ya,berhasil,0,10,loyal
45,pns,menikah,sma,20432296,menengah,tidak,ya,tidak,whatsapp,Apr,1,283,ya,berhasil,1,12,loyal
48,buruh,menikah,s1,12830901,menengah,tidak,tidak,tidak,telepon,Nov,2,510,ya,berhasil,1,2,existing
